Contest,Id,Title
weekly-contest-84,832,Flipping an Image
weekly-contest-84,833,Find And Replace in String
weekly-contest-84,834,Sum of Distances in Tree
weekly-contest-84,835,Image Overlap
weekly-contest-85,836,Rectangle Overlap
weekly-contest-85,837,New 21 Game
weekly-contest-85,838,Push Dominoes
weekly-contest-85,839,Similar String Groups
weekly-contest-86,840,Magic Squares In Grid
weekly-contest-86,841,Keys and Rooms
weekly-contest-86,842,Split Array into Fibonacci Sequence
weekly-contest-86,843,Guess the Word
weekly-contest-87,844,Backspace String Compare
weekly-contest-87,845,Longest Mountain in Array
weekly-contest-87,846,Hand of Straights
weekly-contest-87,847,Shortest Path Visiting All Nodes
weekly-contest-88,848,Shifting Letters
weekly-contest-88,849,Maximize Distance to Closest Person
weekly-contest-88,850,Rectangle Area II
weekly-contest-88,851,Loud and Rich
weekly-contest-89,852,Peak Index in a Mountain Array
weekly-contest-89,853,Car Fleet
weekly-contest-89,854,K-Similar Strings
weekly-contest-89,855,Exam Room
weekly-contest-90,856,Score of Parentheses
weekly-contest-90,857,Minimum Cost to Hire K Workers
weekly-contest-90,858,Mirror Reflection
weekly-contest-90,859,Buddy Strings
weekly-contest-91,860,Lemonade Change
weekly-contest-91,861,Score After Flipping Matrix
weekly-contest-91,862,Shortest Subarray with Sum at Least K
weekly-contest-91,863,All Nodes Distance K in Binary Tree
weekly-contest-92,864,Shortest Path to Get All Keys
weekly-contest-92,865,Smallest Subtree with all the Deepest Nodes
weekly-contest-92,866,Prime Palindrome
weekly-contest-92,867,Transpose Matrix
weekly-contest-93,868,Binary Gap
weekly-contest-93,869,Reordered Power of 2
weekly-contest-93,870,Advantage Shuffle
weekly-contest-93,871,Minimum Number of Refueling Stops
weekly-contest-94,872,Leaf-Similar Trees
weekly-contest-94,873,Length of Longest Fibonacci Subsequence
weekly-contest-94,874,Walking Robot Simulation
weekly-contest-94,875,Koko Eating Bananas
weekly-contest-95,876,Middle of the Linked List
weekly-contest-95,877,Stone Game
weekly-contest-95,878,Nth Magical Number
weekly-contest-95,879,Profitable Schemes
weekly-contest-96,880,Decoded String at Index
weekly-contest-96,881,Boats to Save People
weekly-contest-96,882,Reachable Nodes In Subdivided Graph
weekly-contest-96,883,Projection Area of 3D Shapes
weekly-contest-97,884,Uncommon Words from Two Sentences
weekly-contest-97,885,Spiral Matrix III
weekly-contest-97,886,Possible Bipartition
weekly-contest-97,887,Super Egg Drop
weekly-contest-98,888,Fair Candy Swap
weekly-contest-98,889,Construct Binary Tree from Preorder and Postorder Traversal
weekly-contest-98,890,Find and Replace Pattern
weekly-contest-98,891,Sum of Subsequence Widths
weekly-contest-99,892,Surface Area of 3D Shapes
weekly-contest-99,893,Groups of Special-Equivalent Strings
weekly-contest-99,894,All Possible Full Binary Trees
weekly-contest-99,895,Maximum Frequency Stack
weekly-contest-100,896,Monotonic Array
weekly-contest-100,897,Increasing Order Search Tree
weekly-contest-100,898,Bitwise ORs of Subarrays
weekly-contest-100,899,Orderly Queue
weekly-contest-101,900,RLE Iterator
weekly-contest-101,901,Online Stock Span
weekly-contest-101,902,Numbers At Most N Given Digit Set
weekly-contest-101,903,Valid Permutations for DI Sequence
weekly-contest-102,904,Fruit Into Baskets
weekly-contest-102,905,Sort Array By Parity
weekly-contest-102,906,Super Palindromes
weekly-contest-102,907,Sum of Subarray Minimums
weekly-contest-103,908,Smallest Range I
weekly-contest-103,909,Snakes and Ladders
weekly-contest-103,910,Smallest Range II
weekly-contest-103,911,Online Election
weekly-contest-104,913,Cat and Mouse
weekly-contest-104,914,X of a Kind in a Deck of Cards
weekly-contest-104,915,Partition Array into Disjoint Intervals
weekly-contest-104,916,Word Subsets
weekly-contest-105,917,Reverse Only Letters
weekly-contest-105,918,Maximum Sum Circular Subarray
weekly-contest-105,919,Complete Binary Tree Inserter
weekly-contest-105,920,Number of Music Playlists
weekly-contest-106,921,Minimum Add to Make Parentheses Valid
weekly-contest-106,922,Sort Array By Parity II
weekly-contest-106,923,3Sum With Multiplicity
weekly-contest-106,924,Minimize Malware Spread
weekly-contest-107,925,Long Pressed Name
weekly-contest-107,926,Flip String to Monotone Increasing
weekly-contest-107,927,Three Equal Parts
weekly-contest-107,928,Minimize Malware Spread II
weekly-contest-108,929,Unique Email Addresses
weekly-contest-108,930,Binary Subarrays With Sum
weekly-contest-108,931,Minimum Falling Path Sum
weekly-contest-108,932,Beautiful Array
weekly-contest-109,933,Number of Recent Calls
weekly-contest-109,934,Shortest Bridge
weekly-contest-109,935,Knight Dialer
weekly-contest-109,936,Stamping The Sequence
weekly-contest-110,937,Reorder Data in Log Files
weekly-contest-110,938,Range Sum of BST
weekly-contest-110,939,Minimum Area Rectangle
weekly-contest-110,940,Distinct Subsequences II
weekly-contest-111,941,Valid Mountain Array
weekly-contest-111,942,DI String Match
weekly-contest-111,943,Find the Shortest Superstring
weekly-contest-111,944,Delete Columns to Make Sorted
weekly-contest-112,945,Minimum Increment to Make Array Unique
weekly-contest-112,946,Validate Stack Sequences
weekly-contest-112,947,Most Stones Removed with Same Row or Column
weekly-contest-112,948,Bag of Tokens
weekly-contest-113,949,Largest Time for Given Digits
weekly-contest-113,950,Reveal Cards In Increasing Order
weekly-contest-113,951,Flip Equivalent Binary Trees
weekly-contest-113,952,Largest Component Size by Common Factor
weekly-contest-114,953,Verifying an Alien Dictionary
weekly-contest-114,954,Array of Doubled Pairs
weekly-contest-114,955,Delete Columns to Make Sorted II
weekly-contest-114,956,Tallest Billboard
weekly-contest-115,957,Prison Cells After N Days
weekly-contest-115,958,Check Completeness of a Binary Tree
weekly-contest-115,959,Regions Cut By Slashes
weekly-contest-115,960,Delete Columns to Make Sorted III
weekly-contest-116,961,N-Repeated Element in Size 2N Array
weekly-contest-116,962,Maximum Width Ramp
weekly-contest-116,963,Minimum Area Rectangle II
weekly-contest-116,964,Least Operators to Express Number
weekly-contest-117,965,Univalued Binary Tree
weekly-contest-117,966,Vowel Spellchecker
weekly-contest-117,967,Numbers With Same Consecutive Differences
weekly-contest-117,968,Binary Tree Cameras
weekly-contest-118,969,Pancake Sorting
weekly-contest-118,970,Powerful Integers
weekly-contest-118,971,Flip Binary Tree To Match Preorder Traversal
weekly-contest-118,972,Equal Rational Numbers
weekly-contest-119,973,K Closest Points to Origin
weekly-contest-119,974,Subarray Sums Divisible by K
weekly-contest-119,975,Odd Even Jump
weekly-contest-119,976,Largest Perimeter Triangle
weekly-contest-120,977,Squares of a Sorted Array
weekly-contest-120,978,Longest Turbulent Subarray
weekly-contest-120,979,Distribute Coins in Binary Tree
weekly-contest-120,980,Unique Paths III
weekly-contest-121,981,Time Based Key-Value Store
weekly-contest-121,982,Triples with Bitwise AND Equal To Zero
weekly-contest-121,983,Minimum Cost For Tickets
weekly-contest-121,984,String Without AAA or BBB
weekly-contest-122,985,Sum of Even Numbers After Queries
weekly-contest-122,986,Interval List Intersections
weekly-contest-122,987,Vertical Order Traversal of a Binary Tree
weekly-contest-122,988,Smallest String Starting From Leaf
weekly-contest-123,989,Add to Array-Form of Integer
weekly-contest-123,990,Satisfiability of Equality Equations
weekly-contest-123,991,Broken Calculator
weekly-contest-123,992,Subarrays with K Different Integers
weekly-contest-124,993,Cousins in Binary Tree
weekly-contest-124,994,Rotting Oranges
weekly-contest-124,995,Minimum Number of K Consecutive Bit Flips
weekly-contest-124,996,Number of Squareful Arrays
weekly-contest-125,997,Find the Town Judge
weekly-contest-125,998,Maximum Binary Tree II
weekly-contest-125,999,Available Captures for Rook
weekly-contest-126,1000,Minimum Cost to Merge Stones
weekly-contest-125,1001,Grid Illumination
weekly-contest-126,1002,Find Common Characters
weekly-contest-126,1003,Check If Word Is Valid After Substitutions
weekly-contest-126,1004,Max Consecutive Ones III
weekly-contest-127,1005,Maximize Sum Of Array After K Negations
weekly-contest-127,1006,Clumsy Factorial
weekly-contest-127,1007,Minimum Domino Rotations For Equal Row
weekly-contest-127,1008,Construct Binary Search Tree from Preorder Traversal
weekly-contest-128,1009,Complement of Base 10 Integer
weekly-contest-128,1010,Pairs of Songs With Total Durations Divisible by 60
weekly-contest-128,1011,Capacity To Ship Packages Within D Days
weekly-contest-128,1012,Numbers With Repeated Digits
weekly-contest-129,1013,Partition Array Into Three Parts With Equal Sum
weekly-contest-129,1014,Best Sightseeing Pair
weekly-contest-129,1015,Smallest Integer Divisible by K
weekly-contest-129,1016,Binary String With Substrings Representing 1 To N
weekly-contest-130,1017,Convert to Base -2
weekly-contest-130,1018,Binary Prefix Divisible By 5
weekly-contest-130,1019,Next Greater Node In Linked List
weekly-contest-130,1020,Number of Enclaves
weekly-contest-131,1021,Remove Outermost Parentheses
weekly-contest-131,1022,Sum of Root To Leaf Binary Numbers
weekly-contest-131,1023,Camelcase Matching
weekly-contest-131,1024,Video Stitching
weekly-contest-132,1025,Divisor Game
weekly-contest-132,1026,Maximum Difference Between Node and Ancestor
weekly-contest-132,1027,Longest Arithmetic Subsequence
weekly-contest-132,1028,Recover a Tree From Preorder Traversal
weekly-contest-133,1029,Two City Scheduling
weekly-contest-133,1030,Matrix Cells in Distance Order
weekly-contest-133,1031,Maximum Sum of Two Non-Overlapping Subarrays
weekly-contest-133,1032,Stream of Characters
weekly-contest-134,1033,Moving Stones Until Consecutive
weekly-contest-134,1034,Coloring A Border
weekly-contest-134,1035,Uncrossed Lines
weekly-contest-134,1036,Escape a Large Maze
weekly-contest-135,1037,Valid Boomerang
weekly-contest-135,1038,Binary Search Tree to Greater Sum Tree
weekly-contest-135,1039,Minimum Score Triangulation of Polygon
weekly-contest-135,1040,Moving Stones Until Consecutive II
weekly-contest-136,1041,Robot Bounded In Circle
weekly-contest-136,1042,Flower Planting With No Adjacent
weekly-contest-136,1043,Partition Array for Maximum Sum
weekly-contest-136,1044,Longest Duplicate Substring
weekly-contest-137,1046,Last Stone Weight
weekly-contest-137,1047,Remove All Adjacent Duplicates In String
weekly-contest-137,1048,Longest String Chain
weekly-contest-137,1049,Last Stone Weight II
weekly-contest-138,1051,Height Checker
weekly-contest-138,1052,Grumpy Bookstore Owner
weekly-contest-138,1053,Previous Permutation With One Swap
weekly-contest-138,1054,Distant Barcodes
biweekly-contest-1,1064,Fixed Point
biweekly-contest-1,1065,Index Pairs of a String
biweekly-contest-1,1066,Campus Bikes II
biweekly-contest-1,1067,Digit Count in Range
weekly-contest-139,1071,Greatest Common Divisor of Strings
weekly-contest-139,1072,Flip Columns For Maximum Number of Equal Rows
weekly-contest-139,1073,Adding Two Negabinary Numbers
weekly-contest-139,1074,Number of Submatrices That Sum to Target
weekly-contest-140,1078,Occurrences After Bigram
weekly-contest-140,1079,Letter Tile Possibilities
weekly-contest-140,1080,Insufficient Nodes in Root to Leaf Paths
weekly-contest-140,1081,Smallest Subsequence of Distinct Characters
biweekly-contest-2,1085,Sum of Digits in the Minimum Number
biweekly-contest-2,1086,High Five
biweekly-contest-2,1087,Brace Expansion
biweekly-contest-2,1088,Confusing Number II
weekly-contest-141,1089,Duplicate Zeros
weekly-contest-141,1090,Largest Values From Labels
weekly-contest-141,1091,Shortest Path in Binary Matrix
weekly-contest-141,1092,Shortest Common Supersequence 
weekly-contest-142,1093,Statistics from a Large Sample
weekly-contest-142,1094,Car Pooling
weekly-contest-142,1095,Find in Mountain Array
weekly-contest-142,1096,Brace Expansion II
biweekly-contest-3,1099,Two Sum Less Than K
biweekly-contest-3,1100,Find K-Length Substrings With No Repeated Characters
biweekly-contest-3,1101,The Earliest Moment When Everyone Become Friends
biweekly-contest-3,1102,Path With Maximum Minimum Value
weekly-contest-143,1103,Distribute Candies to People
weekly-contest-143,1104,Path In Zigzag Labelled Binary Tree
weekly-contest-143,1105,Filling Bookcase Shelves
weekly-contest-143,1106,Parsing A Boolean Expression
weekly-contest-144,1108,Defanging an IP Address
weekly-contest-144,1109,Corporate Flight Bookings
weekly-contest-144,1110,Delete Nodes And Return Forest
weekly-contest-144,1111,Maximum Nesting Depth of Two Valid Parentheses Strings
biweekly-contest-4,1118,Number of Days in a Month
biweekly-contest-4,1119,Remove Vowels from a String
biweekly-contest-4,1120,Maximum Average Subtree
biweekly-contest-4,1121,Divide Array Into Increasing Sequences
weekly-contest-145,1122,Relative Sort Array
weekly-contest-145,1123,Lowest Common Ancestor of Deepest Leaves
weekly-contest-145,1124,Longest Well-Performing Interval
weekly-contest-145,1125,Smallest Sufficient Team
weekly-contest-146,1128,Number of Equivalent Domino Pairs
weekly-contest-146,1129,Shortest Path with Alternating Colors
weekly-contest-146,1130,Minimum Cost Tree From Leaf Values
weekly-contest-146,1131,Maximum of Absolute Value Expression
biweekly-contest-5,1133,Largest Unique Number
biweekly-contest-5,1134,Armstrong Number
biweekly-contest-5,1135,Connecting Cities With Minimum Cost
biweekly-contest-5,1136,Parallel Courses
weekly-contest-147,1137,N-th Tribonacci Number
weekly-contest-147,1138,Alphabet Board Path
weekly-contest-147,1139,Largest 1-Bordered Square
weekly-contest-147,1140,Stone Game II
weekly-contest-148,1144,Decrease Elements To Make Array Zigzag
weekly-contest-148,1145,Binary Tree Coloring Game
weekly-contest-148,1146,Snapshot Array
weekly-contest-148,1147,Longest Chunked Palindrome Decomposition
biweekly-contest-6,1150,Check If a Number Is Majority Element in a Sorted Array
biweekly-contest-6,1151,Minimum Swaps to Group All 1's Together
biweekly-contest-6,1152,Analyze User Website Visit Pattern
biweekly-contest-6,1153,String Transforms Into Another String
weekly-contest-149,1154,Day of the Year
weekly-contest-149,1155,Number of Dice Rolls With Target Sum
weekly-contest-149,1156,Swap For Longest Repeated Character Substring
weekly-contest-149,1157,Online Majority Element In Subarray
weekly-contest-150,1160,Find Words That Can Be Formed by Characters
weekly-contest-150,1161,Maximum Level Sum of a Binary Tree
weekly-contest-150,1162,As Far from Land as Possible
weekly-contest-150,1163,Last Substring in Lexicographical Order
biweekly-contest-7,1165,Single-Row Keyboard
biweekly-contest-7,1166,Design File System
biweekly-contest-7,1167,Minimum Cost to Connect Sticks
biweekly-contest-7,1168,Optimize Water Distribution in a Village
weekly-contest-151,1169,Invalid Transactions
weekly-contest-151,1170,Compare Strings by Frequency of the Smallest Character
weekly-contest-151,1171,Remove Zero Sum Consecutive Nodes from Linked List
weekly-contest-151,1172,Dinner Plate Stacks
weekly-contest-152,1175,Prime Arrangements
weekly-contest-152,1176,Diet Plan Performance
weekly-contest-152,1177,Can Make Palindrome from Substring
weekly-contest-152,1178,Number of Valid Words for Each Puzzle
biweekly-contest-8,1180,Count Substrings with Only One Distinct Letter
biweekly-contest-8,1181,Before and After Puzzle
biweekly-contest-8,1182,Shortest Distance to Target Color
biweekly-contest-8,1183,Maximum Number of Ones
weekly-contest-153,1184,Distance Between Bus Stops
weekly-contest-153,1185,Day of the Week
weekly-contest-153,1186,Maximum Subarray Sum with One Deletion
weekly-contest-153,1187,Make Array Strictly Increasing
weekly-contest-154,1189,Maximum Number of Balloons
weekly-contest-154,1190,Reverse Substrings Between Each Pair of Parentheses
weekly-contest-154,1191,K-Concatenation Maximum Sum
weekly-contest-154,1192,Critical Connections in a Network
biweekly-contest-9,1196,How Many Apples Can You Put into the Basket
biweekly-contest-9,1197,Minimum Knight Moves
biweekly-contest-9,1198,Find Smallest Common Element in All Rows
biweekly-contest-9,1199,Minimum Time to Build Blocks
weekly-contest-155,1200,Minimum Absolute Difference
weekly-contest-155,1201,Ugly Number III
weekly-contest-155,1202,Smallest String With Swaps
weekly-contest-155,1203,Sort Items by Groups Respecting Dependencies
weekly-contest-156,1207,Unique Number of Occurrences
weekly-contest-156,1208,Get Equal Substrings Within Budget
weekly-contest-156,1209,Remove All Adjacent Duplicates in String II
weekly-contest-156,1210,Minimum Moves to Reach Target with Rotations
biweekly-contest-10,1213,Intersection of Three Sorted Arrays
biweekly-contest-10,1214,Two Sum BSTs
biweekly-contest-10,1215,Stepping Numbers
biweekly-contest-10,1216,Valid Palindrome III
weekly-contest-157,1217,Minimum Cost to Move Chips to The Same Position
weekly-contest-157,1218,Longest Arithmetic Subsequence of Given Difference
weekly-contest-157,1219,Path with Maximum Gold
weekly-contest-157,1220,Count Vowels Permutation
weekly-contest-158,1221,Split a String in Balanced Strings
weekly-contest-158,1222,Queens That Can Attack the King
weekly-contest-158,1223,Dice Roll Simulation
weekly-contest-158,1224,Maximum Equal Frequency
biweekly-contest-11,1228,Missing Number In Arithmetic Progression
biweekly-contest-11,1229,Meeting Scheduler
biweekly-contest-11,1230,Toss Strange Coins
biweekly-contest-11,1231,Divide Chocolate
weekly-contest-159,1232,Check If It Is a Straight Line
weekly-contest-159,1233,Remove Sub-Folders from the Filesystem
weekly-contest-159,1234,Replace the Substring for Balanced String
weekly-contest-159,1235,Maximum Profit in Job Scheduling
weekly-contest-160,1237,Find Positive Integer Solution for a Given Equation
weekly-contest-160,1238,Circular Permutation in Binary Representation
weekly-contest-160,1239,Maximum Length of a Concatenated String with Unique Characters
weekly-contest-160,1240,Tiling a Rectangle with the Fewest Squares
biweekly-contest-12,1243,Array Transformation
biweekly-contest-12,1244,Design A Leaderboard
biweekly-contest-12,1245,Tree Diameter
biweekly-contest-12,1246,Palindrome Removal
weekly-contest-161,1247,Minimum Swaps to Make Strings Equal
weekly-contest-161,1248,Count Number of Nice Subarrays
weekly-contest-161,1249,Minimum Remove to Make Valid Parentheses
weekly-contest-161,1250,Check If It Is a Good Array
weekly-contest-162,1252,Cells with Odd Values in a Matrix
weekly-contest-162,1253,Reconstruct a 2-Row Binary Matrix
weekly-contest-162,1254,Number of Closed Islands
weekly-contest-162,1255,Maximum Score Words Formed by Letters
biweekly-contest-13,1256,Encode Number
biweekly-contest-13,1257,Smallest Common Region
biweekly-contest-13,1258,Synonymous Sentences
biweekly-contest-13,1259,Handshakes That Don't Cross
weekly-contest-163,1260,Shift 2D Grid
weekly-contest-163,1261,Find Elements in a Contaminated Binary Tree
weekly-contest-163,1262,Greatest Sum Divisible by Three
weekly-contest-163,1263,Minimum Moves to Move a Box to Their Target Location
weekly-contest-164,1266,Minimum Time Visiting All Points
weekly-contest-164,1267,Count Servers that Communicate
weekly-contest-164,1268,Search Suggestions System
weekly-contest-164,1269,Number of Ways to Stay in the Same Place After Some Steps
biweekly-contest-14,1271,Hexspeak
biweekly-contest-14,1272,Remove Interval
biweekly-contest-14,1273,Delete Tree Nodes
biweekly-contest-14,1274,Number of Ships in a Rectangle
weekly-contest-165,1275,Find Winner on a Tic Tac Toe Game
weekly-contest-165,1276,Number of Burgers with No Waste of Ingredients
weekly-contest-165,1277,Count Square Submatrices with All Ones
weekly-contest-165,1278,Palindrome Partitioning III
weekly-contest-166,1281,Subtract the Product and Sum of Digits of an Integer
weekly-contest-166,1282,Group the People Given the Group Size They Belong To
weekly-contest-166,1283,Find the Smallest Divisor Given a Threshold
weekly-contest-166,1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix
biweekly-contest-15,1286,Iterator for Combination
biweekly-contest-15,1287,Element Appearing More Than 25% In Sorted Array
biweekly-contest-15,1288,Remove Covered Intervals
biweekly-contest-15,1289,Minimum Falling Path Sum II
weekly-contest-167,1290,Convert Binary Number in a Linked List to Integer
weekly-contest-167,1291,Sequential Digits
weekly-contest-167,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold
weekly-contest-167,1293,Shortest Path in a Grid with Obstacles Elimination
weekly-contest-168,1295,Find Numbers with Even Number of Digits
weekly-contest-168,1296,Divide Array in Sets of K Consecutive Numbers
weekly-contest-168,1297,Maximum Number of Occurrences of a Substring
weekly-contest-168,1298,Maximum Candies You Can Get from Boxes
biweekly-contest-16,1299,Replace Elements with Greatest Element on Right Side
biweekly-contest-16,1300,Sum of Mutated Array Closest to Target
biweekly-contest-16,1301,Number of Paths with Max Score
biweekly-contest-16,1302,Deepest Leaves Sum
weekly-contest-169,1304,Find N Unique Integers Sum up to Zero
weekly-contest-169,1305,All Elements in Two Binary Search Trees
weekly-contest-169,1306,Jump Game III
weekly-contest-169,1307,Verbal Arithmetic Puzzle
weekly-contest-170,1309,Decrypt String from Alphabet to Integer Mapping
weekly-contest-170,1310,XOR Queries of a Subarray
weekly-contest-170,1311,Get Watched Videos by Your Friends
weekly-contest-170,1312,Minimum Insertion Steps to Make a String Palindrome
biweekly-contest-17,1313,Decompress Run-Length Encoded List
biweekly-contest-17,1314,Matrix Block Sum
biweekly-contest-17,1315,Sum of Nodes with Even-Valued Grandparent
biweekly-contest-17,1316,Distinct Echo Substrings
weekly-contest-171,1317,Convert Integer to the Sum of Two No-Zero Integers
weekly-contest-171,1318,Minimum Flips to Make a OR b Equal to c
weekly-contest-171,1319,Number of Operations to Make Network Connected
weekly-contest-171,1320,Minimum Distance to Type a Word Using Two Fingers
weekly-contest-172,1323,Maximum 69 Number
weekly-contest-172,1324,Print Words Vertically
weekly-contest-172,1325,Delete Leaves With a Given Value
weekly-contest-172,1326,Minimum Number of Taps to Open to Water a Garden
biweekly-contest-18,1328,Break a Palindrome
biweekly-contest-18,1329,Sort the Matrix Diagonally
biweekly-contest-18,1330,Reverse Subarray To Maximize Array Value
biweekly-contest-18,1331,Rank Transform of an Array
weekly-contest-173,1332,Remove Palindromic Subsequences
weekly-contest-173,1333,"Filter Restaurants by Vegan-Friendly, Price and Distance"
weekly-contest-173,1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance
weekly-contest-173,1335,Minimum Difficulty of a Job Schedule
weekly-contest-174,1337,The K Weakest Rows in a Matrix
weekly-contest-174,1338,Reduce Array Size to The Half
weekly-contest-174,1339,Maximum Product of Splitted Binary Tree
weekly-contest-174,1340,Jump Game V
biweekly-contest-19,1342,Number of Steps to Reduce a Number to Zero
biweekly-contest-19,1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold
biweekly-contest-19,1344,Angle Between Hands of a Clock
biweekly-contest-19,1345,Jump Game IV
weekly-contest-175,1346,Check If N and Its Double Exist
weekly-contest-175,1347,Minimum Number of Steps to Make Two Strings Anagram
weekly-contest-175,1348,Tweet Counts Per Frequency
weekly-contest-175,1349,Maximum Students Taking Exam
weekly-contest-176,1351,Count Negative Numbers in a Sorted Matrix
weekly-contest-176,1352,Product of the Last K Numbers
weekly-contest-176,1353,Maximum Number of Events That Can Be Attended
weekly-contest-176,1354,Construct Target Array With Multiple Sums
biweekly-contest-20,1356,Sort Integers by The Number of 1 Bits
biweekly-contest-20,1357,Apply Discount Every n Orders
biweekly-contest-20,1358,Number of Substrings Containing All Three Characters
biweekly-contest-20,1359,Count All Valid Pickup and Delivery Options
weekly-contest-177,1360,Number of Days Between Two Dates
weekly-contest-177,1361,Validate Binary Tree Nodes
weekly-contest-177,1362,Closest Divisors
weekly-contest-177,1363,Largest Multiple of Three
weekly-contest-178,1365,How Many Numbers Are Smaller Than the Current Number
weekly-contest-178,1366,Rank Teams by Votes
weekly-contest-178,1367,Linked List in Binary Tree
weekly-contest-178,1368,Minimum Cost to Make at Least One Valid Path in a Grid
biweekly-contest-21,1370,Increasing Decreasing String
biweekly-contest-21,1371,Find the Longest Substring Containing Vowels in Even Counts
biweekly-contest-21,1372,Longest ZigZag Path in a Binary Tree
biweekly-contest-21,1373,Maximum Sum BST in Binary Tree
weekly-contest-179,1374,Generate a String With Characters That Have Odd Counts
weekly-contest-179,1375,Number of Times Binary String Is Prefix-Aligned
weekly-contest-179,1376,Time Needed to Inform All Employees
weekly-contest-179,1377,Frog Position After T Seconds
